t   links   init                                
c   fr  to  len mode    type    lanes   vdfunc  ul1 ul2 ul3
a   101354  101176  0.04    a   343 1   52  514 870 343
a   101354  101355  0.36    a   343 1   52  515 870 343
a   101355  101173  0.07    a   343 1   52  516 870 343
a   101355  101354  0.36    a   343 1   52  517 870 343
a   101356  101176  0.4 a   343 2   52  518 1740    343
a   101357  101284  0.14    a   443 2   52  519 1740    443
a   101357  101352  0.2 a   443 2   52  520 1740    443
a   101359  101349  0.2 a   443 1   52  521 870 443
a   101359  101352  0.04    a   443 2   52  522 1740    443
a   101359  101353  0.2 a   443 2   52  523 1740    443
a   101362  101322  0.35    a   112 2   50  524 2300    112
a   101362  101336  0.21    a   112 2   50  525 2300    112
a   101363  101328  0.26    a   112 2   70  526 4000    112
a   101363  101335  0.17    a   112 2   50  527 2300    112
a   101363  101369  0.68    a   442 1   52  528 870 442
a   101363  500022  0.83    a   900 5   11  529 10000   900
a   101364  101328  0.3 a   112 2   70  530 4000    112
a   101364  101365  0.47    a   112 2   70  531 4000    112
a   101365  101364  0.47    a   112 2   70  532 4000    112
a   101365  184376  0.24    a   112 2   70  533 4000    112
a   101369  101338  0.62    a   441 1   52  534 870 441
a   101369  101363  0.68    a   442 1   52  535 870 442
a   101372  101344  0.38    a   343 3   51  536 3000    343
a   101372  101373  0.14    a   343 2   51  537 2000    343
a   101372  500028  0.32    a   900 5   12  538 10000   900
a   101373  101372  0.14    a   343 2   51  539 2000    343
a   101373  101374  0.36    a   443 1   52  540 870 443
a   101373  101452  0.21    a   343 2   51  541 2000    343
a   101374  101373  0.36    a   443 1   52  542 870 443
a   101374  101385  0.25    a   443 1   52  543 870 443
a   101374  500026  0.21    a   900 5   12  544 10000   900
a   101384  101385  0.16    a   343 1   52  545 870 343
a   101384  101402  0.34    a   443 1   52  546 870 443
a   101384  500023  0.3 a   900 5   13  547 10000   900
a   101385  101374  0.25    a   443 1   52  548 870 443
a   101385  101384  0.16    a   343 1   52  549 870 343
a   101385  101412  0.45    a   343 1   52  550 870 343
a   101402  101403  0.14    a   443 2   52  551 1740    443
a   101403  101405  0.11    a   443 1   52  552 870 443
a   101403  101412  0.3 a   443 1   52  553 870 443
a   101405  101403  0.11    a   443 1   52  554 870 443
a   101405  101406  0.09    a   443 2   52  555 1740    443
a   101406  101199  0.12    a   343 2   51  556 2000    343
a   101406  101405  0.09    a   443 2   52  557 1740    443
a   101406  101414  0.14    a   343 2   51  558 2000    343
a   101412  101385  0.45    a   343 1   52  559 870 343
a   101412  101413  0.43    a   443 1   52  560 870 443
a   101412  101415  0.14    a   343 1   52  561 870 343
a   101413  101416  0.09    a   443 2   52  562 1740    443
a   101413  500024  0.31    a   900 5   12  563 10000   900
a   101414  101406  0.14    a   343 2   52  564 1740    343
a   101414  101415  0.19    a   343 2   51  565 2000    343
a   101415  101412  0.14    a   343 1   52  566 870 343
a   101415  101414  0.19    a   343 2   52  567 1740    343
a   101415  101416  0.5 a   343 1   51  568 1000    343
a   101416  101415  0.5 a   343 2   51  569 2000    343
a   101416  101434  0.17    a   343 2   51  570 2000    343
a   101416  500033  0.94    a   900 5   13  571 10000   900
a   101433  101435  0.09    a   343 2   51  572 2000    343
a   101433  101457  0.26    a   343 2   51  573 2000    343
a   101433  101465  0.09    a   442 1   51  574 1000    442
a   101433  500025  0.23    a   900 5   12  575 10000   900
a   101434  101416  0.17    a   343 2   51  576 2000    343
a   101434  101435  0.13    a   343 2   51  577 2000    343
a   101435  101433  0.09    a   343 2   51  578 2000    343
a   101435  101434  0.13    a   343 2   51  579 2000    343
a   101452  101373  0.21    a   343 2   51  580 2000    343
a   101452  101453  0.25    a   343 2   51  581 2000    343
a   101453  101452  0.25    a   343 2   51  582 2000    343
a   101453  101454  0.14    a   343 2   51  583 2000    343
a   101453  500030  0.7 a   342 5   12  584 10000   342
a   101454  101453  0.14    a   343 2   51  585 2000    343
a   101454  101455  0.39    a   343 2   51  586 2000    343
a   101455  101454  0.39    a   343 2   51  587 2000    343
a   101455  101457  0.3 a   343 2   51  588 2000    343
a   101457  101433  0.26    a   343 2   51  589 2000    343
a   101457  101455  0.3 a   343 2   51  590 2000    343
a   101462  101465  0.19    a   442 1   51  591 1000    442
a   101462  500032  0.67    a   900 5   12  592 10000   900
a   101465  101433  0.09    a   442 1   51  593 1000    442
a   101465  101462  0.19    a   442 1   51  594 1000    442
a   101482  101345  0.6 a   233 2   50  595 2300    233
a   101482  101484  0.14    a   233 2   50  596 2300    233
a   101482  500027  0.2 a   900 5   12  597 10000   900
a   101484  101344  0.24    a   233 2   51  598 2000    233
a   101484  101482  0.14    a   233 2   50  599 2300    233
a   101493  101345  0.33    a   233 2   51  600 2000    233
a   101493  101502  0.25    a   233 2   50  601 2300    233
a   101493  500029  0.49    a   342 5   12  602 10000   342
a   101502  101493  0.25    a   233 2   50  603 2300    233
a   101502  101512  0.25    a   232 2   50  604 2300    232
a   101502  500031  0.39    a   900 5   12  605 10000   900
a   101503  101529  0.1 a   232 2   70  606 4000    232
a   101503  186212  0.37    a   232 3   70  607 6000    232
a   101505  101518  0.29    a   442 1   50  608 1150    442
a   101505  101519  0.29    a   442 1   52  609 870 442
a   101508  101337  0.38    a   441 1   52  610 870 441
a   101508  101519  0.23    a   442 1   52  611 870 442
a   101512  101502  0.25    a   232 2   50  612 2300    232
a   101512  101528  0.19    a   232 2   50  613 2300    232
a   101518  101505  0.29    a   442 1   50  614 1150    442
a   101518  101529  0.21    a   442 1   50  615 1150    442
a   101519  101505  0.29    a   442 1   52  616 870 442
a   101519  101508  0.23    a   442 1   52  617 870 442
a   101528  101512  0.19    a   232 2   50  618 2300    232
a   101528  101529  0.43    a   232 2   70  619 4000    232
a   101529  101503  0.1 a   232 2   70  620 4000    232
a   101529  101518  0.21    a   442 1   50  621 1150    442
a   101529  101528  0.43    a   232 2   70  622 4000    232
a   101562  101045  0.33    a   343 2   52  623 1740    343
a   101562  101563  0.08    a   343 1   52  624 870 343
a   101563  101562  0.08    a   343 2   52  625 1740    343
a   101563  101564  0.37    a   343 1   51  626 1000    343
a   101564  101563  0.37    a   343 1   52  627 870 343
a   101564  101565  0.25    a   343 1   51  628 1000    343
a   101565  101564  0.25    a   343 1   51  629 1000    343
a   101565  101612  0.4 a   343 1   51  630 1000    343
a   101565  500034  0.31    a   900 5   12  631 10000   900
a   101582  101132  0.43    a   343 1   52  632 870 343
a   101582  101583  0.09    a   343 2   52  633 1740    343
a   101582  101593  0.42    a   343 1   52  634 870 343
a   101582  500035  0.2 a   900 5   12  635 10000   900
a   101583  101582  0.09    a   343 2   52  636 1740    343
a   101583  101585  0.16    a   343 1   52  637 870 343
a   101585  101122  0.09    a   343 1   52  638 870 343
a   101585  101583  0.16    a   343 1   52  639 870 343
a   101593  101582  0.42    a   343 1   52  640 870 343
a   101593  101602  0.13    a   343 2   52  641 1740    343
a   101602  101593  0.13    a   343 2   52  642 1740    343
a   101602  101632  0.2 a   343 2   52  643 1740    343
a   101612  101565  0.4 a   343 1   51  644 1000    343
a   101612  101613  0.38    a   343 1   51  645 1000    343
a   101613  101612  0.38    a   343 1   51  646 1000    343
a   101613  101732  0.49    a   343 2   51  647 2000    343
a   101622  101623  0.08    a   343 2   51  648 2000    343
a   101622  101626  0.27    a   343 3   52  649 2610    343
a   101622  101654  0.24    a   343 3   51  650 3000    343
a   101623  101622  0.08    a   343 2   51  651 2000    343
a   101623  101692  0.34    a   343 1   52  652 870 343
a   101626  101622  0.27    a   343 3   51  653 3000    343
a   101626  101634  0.15    a   343 3   52  654 2610    343
a   101632  101215  0.63    a   343 2   52  655 1740    343
a   101632  101602  0.2 a   343 1   52  656 870 343
a   101632  101633  0.12    a   343 2   52  657 1740    343
a   101632  500037  0.2 a   900 5   13  658 10000   900
a   101633  101632  0.12    a   343 2   52  659 1740    343
a   101633  101634  0.12    a   343 2   52  660 1740    343
a   101634  101626  0.15    a   343 3   51  661 3000    343
a   101634  101633  0.12    a   343 2   52  662 1740    343
a   101634  500036  0.2 a   900 5   13  663 10000   900
a   101654  101622  0.24    a   343 2   52  664 1740    343
a   101654  101655  0.33    a   343 3   52  665 2610    343
a   101654  101732  0.13    a   343 3   51  666 3000    343
a   101654  900002  0.4 a   343 4   50  667 4600    343
a   101655  101654  0.33    a   343 2   52  668 1740    343
a   101655  101656  0.18    a   343 2   52  669 1740    343
a   101656  101655  0.18    a   343 2   52  670 1740    343
a   101656  300030  0.13    a   243 2   50  671 2300    243
a   101656  500038  0.42    a   443 5   12  672 10000   443
a   101656  500039  0.75    a   900 5   12  673 10000   900
a   101692  101623  0.34    a   343 2   51  674 2000    343
a   101692  101742  0.92    a   343 2   70  675 4000    343
a   101692  500041  0.31    a   900 5   12  676 10000   900
a   101713  101715  0.13    a   113 3   70  677 6000    113
a   101713  101717  0.38    a   112 3   70  678 6000    112
a   101714  101715  0.34    a   113 4   70  679 8000    113
a   101714  900000  0.07    a   113 3   70  680 6000    113
a   101715  101713  0.13    a   113 3   70  681 6000    113
a   101715  101714  0.34    a   113 3   70  682 6000    113
a   101717  101713  0.38    a   112 3   70  683 6000    112
a   101717  101723  0.35    a   112 3   70  684 6000    112
a   101723  101717  0.35    a   112 3   70  685 6000    112
a   101723  101725  0.37    a   112 3   70  686 6000    112
a   101723  500040  0.31    a   900 5   11  687 10000   900
a   101725  101723  0.37    a   112 3   70  688 6000    112
a   101725  104055  0.36    a   112 3   70  689 6000    112
a   101732  101613  0.49    a   343 2   51  690 2000    343
a   101732  101654  0.13    a   343 3   51  691 3000    343
a   101742  101692  0.92    a   343 2   71  692 3100    343
a   101742  101762  0.32    a   343 2   50  693 2300    343
a   101752  101757  0.9 a   343 1   50  694 1150    343
a   101752  101762  0.15    a   343 1   51  695 1000    343
a   101757  101752  0.9 a   343 1   50  696 1150    343
a   101757  101792  0.66    a   343 1   50  697 1150    343
a   101762  101742  0.32    a   343 2   70  698 4000    343
a   101762  101752  0.15    a   343 1   52  699 870 343
a   101762  101763  0.06    a   343 2   52  700 1740    343
a   101763  101762  0.06    a   343 2   52  701 1740    343
a   101763  101783  0.36    a   343 2   52  702 1740    343
a   101782  101783  0.08    a   343 3   52  703 2610    343
a   101782  104022  0.5 a   342 3   50  704 3450    342
a   101783  101763  0.36    a   343 2   52  705 1740    343
a   101783  101782  0.08    a   343 3   51  706 3000    343
a   101783  101784  0.41    a   343 2   51  707 2000    343
a   101784  101783  0.41    a   343 2   52  708 1740    343
a   101784  101785  0.57    a   343 2   52  709 1740    343
a   101784  500042  0.2 a   900 5   12  710 10000   900
a   101785  101784  0.57    a   343 2   52  711 1740    343
a   101785  101786  0.29    a   343 2   51  712 2000    343
a   101785  101802  0.26    a   343 2   52  713 1740    343
a   101786  101785  0.29    a   343 2   52  714 1740    343
a   101786  101787  0.16    a   343 2   52  715 1740    343
a   101787  101786  0.16    a   343 2   52  716 1740    343
a   101787  101812  0.25    a   343 2   52  717 1740    343
a   101792  101757  0.66    a   343 1   50  718 1150    343
a   101792  101795  0.38    a   343 2   52  719 1740    343
a   101794  101795  0.07    a   143 2   70  720 4000    143
a   101794  101804  0.52    a   343 1   52  721 870 343
a   101794  101809  0.06    a   343 2   52  722 1740    343
a   101794  101838  0.51    a   143 3   70  723 6000    143
a   101795  101012  0.61    a   143 3   70  724 6000    143
a   101795  101792  0.38    a   343 2   51  725 2000    343
a   101795  101794  0.07    a   143 2   70  726 4000    143
a   101795  101882  0.19    a   243 2   52  727 1740    243
a   101802  101785  0.26    a   343 2   52  728 1740    343
a   101802  101803  0.12    a   343 2   52  729 1740    343
a   101803  101802  0.12    a   343 2   52  730 1740    343
a   101803  101804  0.16    a   343 2   52  731 1740    343
a   101804  101794  0.52    a   343 2   52  732 1740    343
a   101804  101803  0.16    a   343 2   52  733 1740    343
a   101809  101794  0.06    a   343 2   52  734 1740    343
a   101809  101883  0.04    a   343 2   52  735 1740    343
a   101812  101787  0.25    a   343 2   52  736 1740    343
a   101812  101813  0.25    a   343 2   51  737 2000    343
a   101813  101812  0.25    a   343 2   51  738 2000    343
a   101813  101814  0.2 a   343 2   52  739 1740    343
a   101813  500043  0.2 a   900 5   12  740 10000   900
a   101814  101813  0.2 a   343 2   52  741 1740    343
a   101814  101852  0.32    a   343 2   52  742 1740    343
a   101832  101838  0.16    a   143 3   70  743 6000    143
a   101832  101857  0.9 a   143 2   70  744 4000    143
a   101833  101835  0.16    a   343 2   52  745 1740    343
a   101833  101837  0.15    a   343 2   52  746 1740    343
a   101833  101872  0.19    a   343 2   52  747 1740    343
a   101835  101833  0.16    a   343 2   52  748 1740    343
a   101835  101844  0.27    a   343 2   52  749 1740    343
a   101837  101833  0.15    a   343 2   52  750 1740    343
a   101837  101838  0.1 a   343 1   52  751 870 343
a   101838  101794  0.51    a   143 3   70  752 6000    143
a   101838  101832  0.16    a   143 3   70  753 6000    143
a   101844  101835  0.27    a   343 2   52  754 1740    343
a   101844  101855  0.32    a   343 2   52  755 1740    343
a   101852  101814  0.32    a   343 2   52  756 1740    343
a   101852  101853  0.22    a   343 2   52  757 1740    343
a   101853  101852  0.22    a   343 2   52  758 1740    343
a   101853  101854  0.21    a   343 3   52  759 2610    343
a   101854  101853  0.21    a   343 2   52  760 1740    343
a   101854  101855  0.14    a   343 2   52  761 1740    343
a   101854  101867  0.31    a   342 1   50  762 1150    342
a   101855  101844  0.32    a   343 2   52  763 1740    343
a   101855  101854  0.14    a   343 2   52  764 1740    343
a   101855  101862  0.16    a   343 1   52  765 870 343
a   101855  103013  0.97    a   342 2   70  766 4000    342
a   101856  101857  0.36    a   143 2   70  767 4000    143
a   101856  103013  0.47    a   142 2   70  768 4000    142
a   101857  101832  0.9 a   143 2   70  769 4000    143
a   101857  101856  0.36    a   143 2   70  770 4000    143
a   101857  101867  0.18    a   343 1   50  771 1150    343
a   101862  101855  0.16    a   343 3   52  772 2610    343
a   101862  101863  0.22    a   343 1   52  773 870 343
a   101863  101862  0.22    a   343 1   52  774 870 343
a   101863  101864  0.19    a   343 1   52  775 870 343
a   101864  101863  0.19    a   343 1   52  776 870 343
a   101864  101865  0.05    a   343 2   52  777 1740    343
a   101865  101864  0.05    a   343 2   52  778 1740    343
a   101865  101875  0.41    a   343 1   52  779 870 343
a   101867  101854  0.31    a   342 1   50  780 1150    342
a   101867  101857  0.18    a   343 1   50  781 1150    343
a   101867  101944  0.52    a   342 1   50  782 1150    342
a   101872  101833  0.19    a   343 2   52  783 1740    343
a   101872  101887  0.28    a   343 2   52  784 1740    343
a   101875  101865  0.41    a   343 1   52  785 870 343
a   101875  101886  0.22    a   343 1   52  786 870 343
a   101882  101025  0.04    a   343 2   51  787 2000    343
a   101882  101029  0.07    a   243 2   51  788 2000    243
a   101882  101795  0.19    a   243 2   52  789 1740    243
a   101882  101883  0.09    a   343 2   52  790 1740    343
a   101883  101809  0.04    a   343 2   52  791 1740    343
a   101883  101882  0.09    a   343 2   52  792 1740    343
a   101883  101889  0.41    a   443 1   52  793 870 443
a   101886  101875  0.22    a   343 1   52  794 870 343
a   101886  101887  0.13    a   343 2   52  795 1740    343
a   101886  101893  0.27    a   343 2   52  796 1740    343
a   101887  101872  0.28    a   343 2   52  797 1740    343
a   101887  101886  0.13    a   343 2   52  798 1740    343
a   101889  101837  0.11    a   443 1   52  799 870 443
a   101893  101886  0.27    a   343 2   52  800 1740    343
a   101893  101895  0.26    a   343 2   52  801 1740    343
a   101893  500044  0.2 a   900 5   12  802 10000   900
a   101895  101893  0.26    a   343 2   52  803 1740    343
a   101895  101904  0.11    a   343 2   52  804 1740    343
a   101900  101904  0.18    a   243 2   50  805 2300    243
a   101900  101905  0.24    a   243 2   50  806 2300    243
a   101902  101028  0.42    a   243 2   51  807 2000    243
a   101902  101903  0.35    a   243 2   51  808 2000    243
a   101903  101902  0.35    a   243 2   51  809 2000    243
a   101903  101904  0.13    a   243 2   51  810 2000    243
a   101904  101895  0.11    a   343 2   52  811 1740    343
a   101904  101900  0.18    a   243 2   50  812 2300    243
a   101904  101903  0.13    a   243 2   51  813 2000    243
a   101904  101908  0.21    a   243 2   50  814 2300    243
a   101905  101900  0.24    a   243 2   50  815 2300    243
a   101905  101906  0.16    a   243 2   50  816 2300    243
a   101905  101908  0.16    a   243 2   50  817 2300    243
a   101906  101905  0.16    a   243 2   50  818 2300    243
a   101906  182015  0.23    a   243 2   50  819 2300    243
a   101908  101904  0.21    a   243 2   50  820 2300    243
a   101908  101905  0.16    a   243 2   50  821 2300    243
a   101932  1932    0.15    a   243 2   50  822 2300    243
a   101932  182015  0.19    a   243 2   50  823 2300    243
a   101933  101934  0.21    a   243 2   70  824 4000    243
a   101933  101936  0.15    a   243 2   70  825 4000    243
a   101933  182068  0.22    a   243 1   50  826 1150    243
a   101934  101933  0.21    a   243 2   70  827 4000    243
a   101934  182053  0.38    a   232 3   90  828 6000    232
a   101934  182068  0.1 a   232 2   50  829 2300    232
a   101935  182066  0.19    a   232 1   50  830 1150    232
a   101935  182068  0.17    a   232 2   50  831 2300    232
a   101936  1932    0.13    a   243 2   70  832 4000    243
a   101936  101933  0.15    a   243 2   70  833 4000    243
a   101942  101943  0.6 a   232 1   50  834 1150    232
a   101942  182066  0.22    a   232 1   50  835 1150    232
a   101943  101942  0.6 a   232 1   50  836 1150    232
a   101943  103422  0.51    a   232 1   50  837 1150    232
a   101944  101867  0.52    a   342 1   50  838 1150    342
a   101944  103422  0.33    a   342 1   50  839 1150    342
a   102013  102017  0.6 a   232 2   71  840 3100    232
a   102013  102042  0.46    a   232 3   50  841 3450    232
a   102013  102044  0.39    a   442 1   52  842 870 442
a   102013  500050  0.56    a   900 5   12  843 10000   900
a   102017  102013  0.6 a   232 2   71  844 3100    232
a   102017  102023  0.25    a   232 2   71  845 3100    232
a   102023  102017  0.25    a   232 2   71  846 3100    232
a   102023  102025  0.24    a   243 2   71  847 3100    243
a   102025  102023  0.24    a   243 2   71  848 3100    243
a   102025  900001  0.73    a   243 2   71  849 3100    243
a   102042  102013  0.46    a   232 3   50  850 3450    232
a   102042  102163  0.97    a   232 2   70  851 4000    232
a   102042  163909  0.39    a   232 2   51  852 2000    232
a   102042  500053  0.3 a   900 5   11  853 10000   900
a   102044  102013  0.39    a   442 1   52  854 870 442
a   102044  500052  0.21    a   900 5   11  855 10000   900
a   102103  102104  0.82    a   232 2   50  856 2300    232
a   102103  500086  0.91    a   231 5   12  857 10000   231
a   102104  102103  0.82    a   232 2   50  858 2300    232
a   102104  102152  0.47    a   232 2   50  859 2300    232
a   102152  102104  0.47    a   232 2   50  860 2300    232
a   102152  102162  0.26    a   232 2   51  861 2000    232
a   102152  500054  0.54    a   900 5   12  862 10000   900
a   102162  102152  0.26    a   232 2   51  863 2000    232
a   102162  300015  0.05    a   300 2   50  864 2300    300
a   102163  102042  0.97    a   232 2   71  865 3100    232
a   102163  300015  0.71    a   232 2   70  866 4000    232
a   102172  300012  0.04    a   300 2   50  867 2300    300
a   102173  102174  1.13    a   232 2   70  868 4000    232
a   102173  102393  1.42    a   342 1   50  869 1150    342
a   102173  300012  0.67    a   232 2   70  870 4000    232
a   102174  102173  1.13    a   232 2   70  871 4000    232
a   102174  102175  0.83    a   232 2   70  872 4000    232
a   102175  102174  0.83    a   232 2   70  873 4000    232
a   102175  102176  0.16    a   232 2   70  874 4000    232
a   102176  102175  0.16    a   232 2   70  875 4000    232
a   102176  300018  0.75    a   232 2   70  876 4000    232
a   102176  500102  0.29    a   900 5   12  877 10000   900
a   102232  102522  1.07    a   342 1   50  878 1150    342
a   102232  163924  0.63    a   342 1   50  879 1150    342
a   102232  163925  0.6 a   342 1   51  880 1000    342
a   102242  300003  0.05    a   300 2   50  881 2300    300
a   102282  102553  2.21    a   232 1   70  882 2000    232
a   102282  300007  0.67    a   232 1   70  883 2000    232
a   102293  300005  1.01    a   232 2   70  884 4000    232
a   102293  300006  0.02    a   100 2   50  885 2300    100
a   102322  102332  0.69    a   342 2   70  886 4000    342
a   102322  300008  1.06    a   342 2   70  887 4000    342
a   102332  102322  0.69    a   342 2   70  888 4000    342
a   102332  102366  1.08    a   342 1   50  889 1150    342
a   102365  102366  0.85    a   342 1   50  890 1150    342
a   102365  123072  2.14    a   342 1   50  891 1150    342
a   102366  102332  1.08    a   342 1   50  892 1150    342
a   102366  102365  0.85    a   342 1   50  893 1150    342
a   102366  500104  0.63    a   900 5   11  894 10000   900
a   102393  102173  1.42    a   342 1   50  895 1150    342
a   102393  163923  0.51    a   342 1   50  896 1150    342
a   102393  163924  0.21    a   342 1   50  897 1150    342
a   102422  102427  0.14    a   342 2   51  898 2000    342
a   102422  163923  1.06    a   342 1   50  899 1150    342
a   102425  102482  0.35    a   232 2   70  900 4000    232
a   102425  183083  0.46    a   232 2   70  901 4000    232
a   102427  102422  0.14    a   342 2   51  902 2000    342
a   102427  102428  0.35    a   342 1   50  903 1150    342
a   102427  102432  0.26    a   342 2   50  904 2300    342
a   102428  102427  0.35    a   342 1   50  905 1150    342
a   102428  102432  0.23    a   232 2   70  906 4000    232
a   102428  102485  0.51    a   232 2   70  907 4000    232
a   102432  102427  0.26    a   342 2   50  908 2300    342
a   102432  102428  0.23    a   232 2   70  909 4000    232
a   102432  102435  0.38    a   232 2   70  910 4000    232
a   102432  163922  0.44    a   342 2   51  911 2000    342
a   102433  102436  0.33    a   342 1   50  912 1150    342
a   102433  102437  0.12    a   342 2   51  913 2000    342
a   102433  163922  0.57    a   342 2   51  914 2000    342
a   102434  102435  0.55    a   232 2   70  915 4000    232
a   102434  102446  0.3 a   232 2   70  916 4000    232
a   102435  102432  0.38    a   232 2   70  917 4000    232
a   102435  102434  0.55    a   232 2   70  918 4000    232
a   102436  102433  0.33    a   342 1   50  919 1150    342
a   102436  163915  0.25    a   342 1   50  920 1150    342
a   102437  102433  0.12    a   342 2   51  921 2000    342
a   102437  183032  0.08    a   342 2   51  922 2000    342
a   102437  184063  0.51    a   342 1   50  923 1150    342
a   102442  102443  0.32    a   232 2   70  924 4000    232
a   102442  163909  0.5 a   232 2   51  925 2000    232
a   102443  102442  0.32    a   232 2   70  926 4000    232
a   102443  102444  0.37    a   242 2   50  927 2300    242
a   102443  102445  0.88    a   232 2   70  928 4000    232
a   102443  300016  1.15    a   242 1   50  929 1150    242
a   102444  102443  0.37    a   242 2   50  930 2300    242
a   102444  102453  0.21    a   242 2   50  931 2300    242
a   102445  102443  0.88    a   232 2   70  932 4000    232
a   102445  102446  0.33    a   232 2   71  933 3100    232
a   102445  500059  0.27    a   900 5   12  934 10000   900
a   102446  102434  0.3 a   232 2   70  935 4000    232
a   102446  102445  0.33    a   232 2   71  936 3100    232
a   102446  163915  0.12    a   342 1   50  937 1150    342
a   102446  500058  0.2 a   900 5   12  938 10000   900
a   102453  102444  0.21    a   242 2   50  939 2300    242
a   102453  184067  0.94    a   242 2   70  940 4000    242
a   102453  500057  0.52    a   900 5   11  941 10000   900
a   102482  102425  0.35    a   232 2   70  942 4000    232
a   102482  102484  0.24    a   442 1   50  943 1150    442
a   102482  102496  0.44    a   232 2   70  944 4000    232
a   102484  102482  0.24    a   442 1   50  945 1150    442
a   102484  102504  0.34    a   442 1   50  946 1150    442
a   102485  102428  0.51    a   232 2   70  947 4000    232
a   102485  183083  0.45    a   232 2   70  948 4000    232
a   102486  102504  0.39    a   342 1   52  949 870 342
a   102486  163925  0.38    a   342 1   51  950 1000    342
a   102495  102496  0.35    a   232 2   70  951 4000    232
a   102495  102572  0.23    a   232 2   70  952 4000    232
a   102496  102482  0.44    a   232 2   70  953 4000    232
a   102496  102495  0.35    a   232 2   70  954 4000    232
a   102497  102504  1.12    a   342 1   70  955 2000    342
a   102497  102542  0.28    a   342 1   50  956 1150    342
a   102504  102484  0.34    a   442 1   50  957 1150    442
a   102504  102486  0.39    a   342 1   52  958 870 342
a   102504  102497  1.12    a   342 1   70  959 2000    342
a   102522  102232  1.07    a   342 1   50  960 1150    342
a   102522  299999  0.54    a   900 1   50  961 1150    900
a   102534  102544  0.48    a   442 1   51  962 1000    442
a   102534  299999  0.43    a   900 1   50  963 1150    900
a   102542  102497  0.28    a   342 1   50  964 1150    342
a   102542  102544  0.11    a   342 1   50  965 1150    342
a   102542  102552  1.71    a   342 1   50  966 1150    342
a   102542  102587  1.6 a   342 1   50  967 1150    342
a   102544  102534  0.48    a   442 1   51  968 1000    442
a   102544  102542  0.11    a   342 1   50  969 1150    342
a   102544  500106  0.26    a   900 5   11  970 10000   900
a   102552  102542  1.71    a   342 1   50  971 1150    342
a   102552  102553  0.45    a   342 1   50  972 1150    342
a   102552  500118  0.5 a   900 5   11  973 10000   900
a   102553  102282  2.21    a   232 1   70  974 2000    232
a   102553  102552  0.45    a   342 1   50  975 1150    342
a   102553  102602  0.98    a   232 1   70  976 2000    232
a   102553  123072  0.78    a   442 1   52  977 870 442
a   102562  102565  0.25    a   112 2   70  978 4000    112
a   102562  102568  0.39    a   112 2   70  979 4000    112
a   102563  102566  0.34    a   112 2   70  980 4000    112
a   102563  102576  0.23    a   112 3   70  981 6000    112
a   102563  102624  100.47  a   112 2   89  982 10000   900
a   102563  102629  0.19    a   232 2   70  982 4000    232
a   102563  500119  0.51    a   900 5   11  983 10000   900
a   102565  102562  0.25    a   112 2   70  984 4000    112
a   102565  102566  0.37    a   112 2   70  985 4000    112
a   102566  102563  0.34    a   112 2   70  986 4000    112
a   102566  102565  0.37    a   112 2   70  987 4000    112
a   102567  102584  0.54    a   112 2   70  988 4000    112
a   102567  102585  0.39    a   112 2   70  989 4000    112
a   102568  102562  0.39    a   112 2   70  990 4000    112
a   102568  102586  0.46    a   112 2   70  991 4000    112
a   102572  102495  0.23    a   232 2   70  992 4000    232
a   102572  102576  0.2 a   112 3   70  993 6000    112
a   102572  183135  0.17    a   112 2   70  994 4000    112
a   102576  102563  0.23    a   112 3   70  995 6000    112
a   102576  102572  0.2 a   112 3   70  996 6000    112
a   102584  102567  0.54    a   112 2   70  997 4000    112
a   102584  102586  0.42    a   112 2   70  998 4000    112
a   102585  102567  0.39    a   112 2   70  999 4000    112
a   102585  102603  0.28    a   112 2   70  1000    4000    112
a   102586  102568  0.46    a   112 2   70  1001    4000    112
a   102586  102584  0.42    a   112 2   70  1002    4000    112
a   102586  102588  0.24    a   442 1   50  1003    1150    442
a   102587  102542  1.6 a   342 1   50  1004    1150    342
a   102587  102588  0.27    a   442 1   50  1005    1150    442
a   102588  102586  0.24    a   442 1   50  1006    1150    442
a   102588  102587  0.27    a   442 1   50  1007    1150    442
a   102588  500107  0.2 a   900 5   11  1008    10000   900
a   102602  102553  0.98    a   232 1   70  1009    2000    232
a   102602  102603  0.41    a   232 1   70  1010    2000    232
a   102603  102585  0.28    a   112 2   70  1011    4000    112
a   102603  102602  0.41    a   232 1   70  1012    2000    232
a   102603  102674  0.49    a   231 1   70  1013    2000    231
a   102603  123107  1.16    a   112 2   99  1014    4000    112
a   102614  102625  0.32    a   342 1   51  1015    1000    342
a   102614  102644  1   a   342 1   71  1016    1550    342
a   102624  102563  100.47  a   112 2   89  1018    10000   900
a   102624  102625  0.26    a   342 2   50  1017    2300    342
a   102624  102626  0.91    a   232 2   70  1018    4000    232
a   102624  102637  0.7 a   232 2   70  1019    4000    232
a   102625  102614  0.32    a   342 1   51  1020    1000    342
a   102625  102624  0.26    a   342 2   50  1021    2300    342
a   102625  163959  0.13    a   442 1   50  1022    1150    442
a   102626  102624  0.91    a   232 2   70  1023    4000    232
a   102626  102629  0.47    a   232 2   70  1024    4000    232
a   102629  102563  0.19    a   232 2   70  1025    4000    232
a   102629  102626  0.47    a   232 2   70  1026    4000    232
a   102633  102644  0.17    a   342 1   50  1027    1150    342
a   102633  102666  0.59    a   342 1   50  1028    1150    342
